21,20
50,52
29,29
34,35
43,43
21,21
31,30
59,59
40,40
21,21
59,63
55,55
44,45
61,61
44,44
40,41
31,31
35,35
23,23
31,31
22,22
23,22
28,28
47,47
49,49
30,30
24,24
22,21
23,23
21,22
22,21
22,22
32,32
28,28
46,46
92,92
77,77
48,49
42,44
33,38
49,49
21,22
30,29
49,50
65,64
27,30
47,46
58,59
23,23
22,21
27,27
28,28
31,31
34,33
36,36
41,41
21,21
24,23
33,32
42,42
23,23
39,38
26,25
23,22
22,21
33,34
49,45
50,52
74,76
